,wikidata_uri,company name,description,country,instance of,inception,official website,industry,founded by
2140,http://www.wikidata.org/entity/Q4097552,Bryansk Machine-Building Plant,"Heavy industry company in Bryansk, Russia",Russia,['enterprise' 'business'],1873-01-01,http://www.ukbmz.ru/,['locomotive manufacturing'],Viktor Golubev
2141,http://www.wikidata.org/entity/Q4119207,Kuwait Petroleum International,Kuwait oil company,Kuwait,['gas station chain' 'enterprise' 'business'],1983-01-01,https://www.q8.com/,['petroleum industry'],Kuwait Petroleum Corporation
2142,http://www.wikidata.org/entity/Q4120731,Andrew Christian,"American men's underwear, swimwear, and sportswear manufacturer",United States of America,['business'],2001-01-01,http://www.andrewchristian.com/,['fashion'],Andrew Christian
2143,http://www.wikidata.org/entity/Q4120765,Mi Pueblo Food Center,"Latin American supermarket chain based in San Jose, California, United States",United States of America,['supermarket chain' 'business'],1991-01-01,http://www.mipueblo.com/,['retail'],Juvenal Chavez
2144,http://www.wikidata.org/entity/Q4183127,Kozitsky radio plant (Saint Petersburg),defunct plant in Saint Petersburg,Russia,['factory' 'business'],1853-01-01,http://www.raduga.spb.ru/,['electronics industry'],Siemens & Halske
2145,http://www.wikidata.org/entity/Q4042983,Link-Belt Construction Equipment,American company,United States of America,['business'],1880-01-01,http://www.linkbelt.com,['heavy equipment'],William Dana Ewart
2146,http://www.wikidata.org/entity/Q4043403,Minnesota Educational Computing Consortium,organization to coordinate and provide computer services to schools in the state Minnesota,United States of America,['business'],1973-01-01,http://www.mecc.co/,['video game industry'],Minnesota Legislature
2147,http://www.wikidata.org/entity/Q4044492,MontaVista,Software company,United States of America,['business'],1999-01-01,http://www.mvista.com,['software industry'],James Ready
2148,http://www.wikidata.org/entity/Q4044681,Harris myCFO,wealth management service,India,['business'],1999-01-01,http://mycfo.in/,['finance'],James H. Clark
2149,http://www.wikidata.org/entity/Q4144140,Horizont,Belarusian producer of electronics,Belarus,['enterprise' 'business'],1950-11-17,http://horizont-group.com/,['industrial sector'],Ministry of Local Industry of the Belarusian SSR
2150,http://www.wikidata.org/entity/Q4150056,Grodno Azot,Belarusian fertilizer company,Belarus,['enterprise' 'business'],1963-01-01,http://www.azot.by,['chemical industry'],Council of Ministers of the USSR
2151,http://www.wikidata.org/entity/Q4153473,DTEK,Ukrainian energy company,Ukraine,['enterprise' 'business'],2005-01-01,https://www.dtek.com/,['energy industry'],Rinat Akhmetov
2152,http://www.wikidata.org/entity/Q4132947,AmBank,Malaysian banking group,Malaysia,['financial institution' 'business'],1975-01-01,http://www.ambankgroup.com/,['economics of banking'],Hussain Najadi
2153,http://www.wikidata.org/entity/Q4198513,Rodionov Publishing House,moscow-based publishing house,Russia,['business'],1996-01-01,http://www.idr.ru/,['publishing'],Sergey S. Rodionov
2154,http://www.wikidata.org/entity/Q4202120,Interpipe Group,Ukrainian industrial company,Ukraine,['business' 'enterprise'],1990-01-01,http://www.interpipe.biz/ru/company.html,['ferrous metallurgy'],Victor Pinchuk
2155,http://www.wikidata.org/entity/Q4217792,Kahr Arms,American firearms manufacturer,United States of America,['business'],1995-01-01,https://www.kahr.com/,['arms industry'],Moon Kook-jin
2156,http://www.wikidata.org/entity/Q4215912,Cheng Shin Rubber,tire manufacturer,Taiwan,['public company' 'business'],1967-01-01,http://www.maxxis.com,['automotive industry'],Luo Jye
2157,http://www.wikidata.org/entity/Q4231576,Chemical Automatics Design Bureau,Russian Design Bureau,Russia,['enterprise' 'OKB' 'business'],1941-01-01,http://www.kbkha.ru,['aerospace manufacturer' 'aerospace'],Semyon Kosberg
2158,http://www.wikidata.org/entity/Q4260326,CITIC Guoan,Chinese company,People's Republic of China,['public company' 'business'],1997-01-01,http://www.citicguoaninfo.com/,['information technology'],CITIC Guoan Group
2159,http://www.wikidata.org/entity/Q4304815,Motovilikha Plants,Russian metallurgical and military equipment manufacturer,Russia,['public company' 'business' 'enterprise'],1736-01-01,http://www.mz.perm.ru,['metal industry'],Vasily Tatishchev
2160,http://www.wikidata.org/entity/Q4291715,Meteor Zavod,russian-based producer of Frequency Control Products,Russia,['business' 'state-owned enterprise'],1959-07-17,http://www.meteor.su/,['electronics'],Soviet Union
2161,http://www.wikidata.org/entity/Q4315913,Nevyansk Mechanical Plant,"building complex, business in Nevyansk, Russia",Russia,['business'],1700-01-01,http://nmz-group.ru,['mechanical engineering'],Nikita Demidov
2162,http://www.wikidata.org/entity/Q4331734,Brabantia,Dutch company,Netherlands,['business'],1919-01-01,https://www.brabantia.com,['manufacturing'],Johannes Marinus van Elderen
2163,http://www.wikidata.org/entity/Q4355024,Editora Globo,Brazilian publisher,Brazil,['business' 'publishing company'],1986-01-01,http://editoraglobo.globo.com/,['publishing'],Roberto Marinho
2164,http://www.wikidata.org/entity/Q4349103,Bergsala,Swedish distribution company,Sweden,['business'],1976-01-01,https://www.bergsala.dk,['video game industry'],Owe Bergsten
2165,http://www.wikidata.org/entity/Q4353192,The Carsey-Werner Company,American television production company,United States of America,['business'],1981-01-01,http://www.carseywerner.com/,['television' 'film industry'],Tom Werner
2166,http://www.wikidata.org/entity/Q4382227,Embratel,Brazilian telecommunications company,Brazil,['business' 'public company'],1998-01-01,http://www.embratel.com.br,['telecommunication'],Humberto Castelo Branco
2167,http://www.wikidata.org/entity/Q4356297,Peab,Swedish construction company,Sweden,['public company' 'business'],1959-01-01,https://www.peab.com,['construction industry'],Mats Paulsson
2168,http://www.wikidata.org/entity/Q4381995,Telebras,Brazilian state-owned telecommunications,Brazil,['public company' 'business'],1972-11-09,http://www.telebras.com.br/,['telecommunications'],Federal Government of Brazil
2169,http://www.wikidata.org/entity/Q4361525,Petropavlovsk plc,london-based gold mining company,United Kingdom,['enterprise' 'business'],1994-01-01,http://www.petropavlovsk.net//,['gold mining'],Pavel Maslovsky
2170,http://www.wikidata.org/entity/Q4383808,Central Group,conglomerate holding company in Thailand,Thailand,['department store chain' 'business'],1947-01-01,http://www.centralgroup.com/,['hospitality industry'],Chirathivat family
2171,http://www.wikidata.org/entity/Q4384042,Founder Group,Chinese technology conglomerate,People's Republic of China,['public company' 'business'],1986-01-01,http://www.founder.com/,"['information technology' 'pharmaceutical industry' 'finance'
 'real property' 'commodities market']",Wang Xuan
2172,http://www.wikidata.org/entity/Q4386715,Fighting and Entertainment Group,Japanese combat sport promoter,Japan,['business' 'enterprise'],2003-01-01,http://www.feg-jp.com,['promoter'],Sadaharu Tanikawa
2173,http://www.wikidata.org/entity/Q4385833,Massachusetts Mutual Life Insurance Company,American mutual life insurance company.,United States of America,['enterprise' 'business'],1851-01-01,https://www.massmutual.com/,['insurance industry' 'financial services'],George W. Rice
2174,http://www.wikidata.org/entity/Q4400854,Russian Standard Bank,one of the largest banks in Russia,Russia,['enterprise' 'business'],1999-01-01,https://www.rsb.ru,['financial services'],Roustam Tariko
2175,http://www.wikidata.org/entity/Q4444575,Kvartal 95,Ukrainian production company,Ukraine,['business' 'enterprise'],2003-01-01,http://www.kvartal95.com,['television' 'concert' 'filmmaking'],Borys Shefir
2176,http://www.wikidata.org/entity/Q4461132,Degussa,German chemical company,Germany,['Telegraphic address' 'business' 'trademark'],1843-01-01,http://www.degussa-goldhandel.de/,"['metal industry' 'chemical industry' 'Precious metals production'
 'Manufacture of other chemical products n.e.c.']",Friedrich Ernst Roessler
2177,http://www.wikidata.org/entity/Q4462920,TriMob,Ukrainian mobile telephony company,Ukraine,['enterprise' 'business'],2011-01-01,http://3mob.ua/,['mobile phone industry'],Ukrtelecom
2178,http://www.wikidata.org/entity/Q4412437,Chunlan Group,Chinese company,People's Republic of China,['public company' 'business'],1985-01-01,http://www.chunlan.com/,['electronics'],Tao Jianxing
2179,http://www.wikidata.org/entity/Q4646934,APlus,American convenience store chain owned & operated by Sunoco,United States of America,['business'],1985-01-01,https://www.myaplus.com/,['retail'],Atlantic Petroleum
2180,http://www.wikidata.org/entity/Q4648219,A. O. Smith,American manufacturer of residential and commercial water heaters and boilers,United States of America,['public company' 'business'],1889-01-01,https://www.aosmith.com/,"['water collection, treatment and supply']",Arthur Oliver Smith
2181,http://www.wikidata.org/entity/Q4640068,51 Minds Entertainment,production company,United States of America,['business'],2004-01-01,https://www.51minds.com/,['television'],Cris Abrego
2182,http://www.wikidata.org/entity/Q4641200,5by5 Studios,American podcast network,United States of America,['business' 'podcast network'],2009-12-01,https://5by5.tv/,['podcast'],Dan Benjamin
2183,http://www.wikidata.org/entity/Q4646307,99 Ranch Market,American Asian supermarket chain,Indonesia,['supermarket chain' 'business'],1984-01-01,https://99ranch.com/,['retail'],Roger H. Chen
2184,http://www.wikidata.org/entity/Q4644779,84 Lumber,American building materials supply company,United States of America,['business'],1956-01-01,https://www.84lumber.com/,['building material'],Joseph A. Hardy III
2185,http://www.wikidata.org/entity/Q4589007,Tiden Norsk Forlag,Norwegian publishing company,Norway,['business'],1933-01-01,https://tiden.no/english,['publishing company'],Norwegian Labour Party
2186,http://www.wikidata.org/entity/Q4578476,Brav,"company in Lillehammer, Norway",Norway,['business'],1946-01-01,https://www.brav.com/,['sports equipment'],Martin Matsbo
2187,http://www.wikidata.org/entity/Q4631849,24 Hour Fitness,US fitness center chain,United States of America,['fitness center chain' 'business'],1979-01-01,https://www.24hourfitness.com,['fitness industry'],Mark Mastrov
2188,http://www.wikidata.org/entity/Q4633377,2 Sisters Food Group,"privately owned food manufacturing company based in Birmingham, England",United Kingdom,['business'],1993-01-01,http://www.2sfg.com/,['food manufacturing'],Ranjit Singh Boparan
2189,http://www.wikidata.org/entity/Q4587676,Varner AS,Norwegian textile retailer,Norway,['business'],1962-01-01,https://varner.com/en/,['retail'],Frank Varner
2190,http://www.wikidata.org/entity/Q4650939,AC Entertainment,"Music promoter based in Knoxville, Tennessee",United States of America,['business'],1991-01-01,http://www.acentertainment.com/,['entertainment'],Ashley Capps
2191,http://www.wikidata.org/entity/Q4545752,1-800-Flowers,floral and gift retailer and distribution company,United States of America,['business' 'public company'],1976-01-01,https://www.1800flowers.com/,['retail'],James McCann
2192,http://www.wikidata.org/entity/Q4546965,MongoDB Inc.,American software company,United States of America,['public company' 'business'],2007-01-01,https://www.mongodb.com/company,['software industry' 'business software industry'],Eliot Horowitz
2193,http://www.wikidata.org/entity/Q4655266,A & G Price,"engineering company in Thames, New Zealand",New Zealand,['enterprise' 'business'],1868-01-01,https://www.agprice.co.nz,['manufacturing'],Alfred Price
2194,http://www.wikidata.org/entity/Q4655171,Equitable Holdings,U.S. financial services company,United States of America,"['holding company' 'real estate agent' 'public company'
 'insurance company' 'business']",1859-01-01,https://www.equitable.com/,['life insurance' 'insurance'],Henry Baldwin Hyde
2195,http://www.wikidata.org/entity/Q4662675,Aas-Jakobsen,Norwegian civil engineering consultant company,Norway,['business'],1937-01-01,https://aaj.no,['civil engineering'],Andreas Aas-Jakobsen
2196,http://www.wikidata.org/entity/Q4669411,Abrams Books,US publisher,United States of America,['publishing company' 'book distributor' 'business'],1949-01-01,http://www.abramsbooks.com,['publishing industry'],Harry Nathan Abrams
2197,http://www.wikidata.org/entity/Q4663181,Abacus Federal Savings Bank,American bank,United States of America,['business'],1984-01-01,http://www.abacusbank.com/,['financial services'],Thomas Sung
2198,http://www.wikidata.org/entity/Q4678604,Adam & Eve,American marketer of sex toys and other adult products,United States of America,['business' 'pornography company' 'sex shop'],1971-03-01,https://www.adameve.com,['pornography industry' 'online shop'],Phil Harvey
2199,http://www.wikidata.org/entity/Q4680153,Adamjee Group,"Conglomerate company in Karachi, Pakistan",Pakistan,['business'],1947-01-01,http://adamjees.net/,['conglomerate'],Adamjee Haji Dawood
2200,http://www.wikidata.org/entity/Q4680631,Adani Group,Indian conglomerate,India,['conglomerate' 'business' 'enterprise'],1988-01-01,https://www.adani.com/,['conglomerate'],Gautam Adani
2201,http://www.wikidata.org/entity/Q4678107,Ad Astra Rocket Company,American rocket propulsion company,United States of America,['business'],2005-01-01,http://www.adastrarocket.com,['aerospace manufacturer'],Franklin Chang-Díaz
2202,http://www.wikidata.org/entity/Q4678118,Ad Council Japan,private non-profit organization that distributes Japanese public service announcements,Japan,['enterprise' 'business'],1971-01-01,http://www.ad-c.or.jp/,['public service announcement'],Keizo Saji
2203,http://www.wikidata.org/entity/Q4688210,Aerocar International,1949-1960s aircraft manufacturer in the United States,United States of America,['business'],1949-01-01,http://www.aerocar.com,['automotive industry'],Molt Taylor
2204,http://www.wikidata.org/entity/Q4686437,Advent Film Group,American film production company,United States of America,['film production company' 'business'],2007-01-01,http://www.adventfilmgroup.com/,['Christian film industry'],George D. Escobar
