,wikidata_uri,company name,description,country,instance of,inception,official website,industry,founded by
3213,http://www.wikidata.org/entity/Q391534,Ezaki Glico,Japanese confectionery company,Japan,['public company' 'business' 'enterprise'],1929-02-22,https://www.glico.com/jp/,['food industry'],Riichi Ezaki
3214,http://www.wikidata.org/entity/Q385572,Nullsoft,company,United States of America,['software company' 'business'],1997-01-01,http://www.nullsoft.com/,['software industry'],Justin Frankel
3215,http://www.wikidata.org/entity/Q383046,Afghan Wireless,telecommunication company in Afghanistan,Afghanistan,['business'],2002-01-01,https://afghan-wireless.com/,['telecommunications' 'mobile phone industry'],Ehsan Bayat
3216,http://www.wikidata.org/entity/Q392730,Arthur Andersen,former holding company,United States of America,['enterprise' 'business'],1913-01-01,https://www.andersen.com,"['Accounting, bookkeeping and auditing activities; tax consultancy'
 'consulting' 'accounting']",Arthur E. Andersen
3217,http://www.wikidata.org/entity/Q393549,Železničná spoločnosť Cargo Slovakia,freight railway company in Slovakia,Slovakia,['railway undertaking' 'enterprise' 'business'],2005-01-01,http://www.zscargo.sk/,['rail freight transport'],Slovakia
3218,http://www.wikidata.org/entity/Q383911,Falck Group,Italian steel mill company,Italy,['renewable energy' 'enterprise' 'ferrous metallurgy' 'business'],1906-01-26,http://www.falck.it/,['manufacture of basic metals' 'ferrous metallurgy'],Giorgio Enrico Falck
3219,http://www.wikidata.org/entity/Q381955,Azienda Trasporti Milanesi,public transport company of Milan,Italy,['transport company' 'business' 'state-owned enterprise'],1931-05-22,http://www.atm.it/,['public transport'],Milan
3220,http://www.wikidata.org/entity/Q391795,Škoda Works,former manufacturing conglomerate,Czechoslovakia,['enterprise' 'business'],1859-01-01,http://www.skoda.cz,"['arms industry' 'conglomerate' 'vehicle construction'
 'machinery industry and plant construction'
 'manufacture of railway locomotives and rolling stock (NACE 30.2)'
 'manufacture of steam generators, except central heating hot water boilers'
 'manufacture of weapons and ammunition'
 'manufacture of engines and turbines, except aircraft, vehicle and cycle engines']",Emil Škoda
3221,http://www.wikidata.org/entity/Q422260,C.O.R.E.,company,Canada,['business'],1994-01-01,https://coredp.com/,['computer-generated imagery'],William Shatner
3222,http://www.wikidata.org/entity/Q398845,Agusta,1908-2000 aerospace manufacturer in Italy,Italy,['enterprise' 'business'],1908-01-01,https://www.leonardo.com/it/home,['aerospace manufacturer'],Giovanni Agusta
3223,http://www.wikidata.org/entity/Q402131,AhnLab Inc,company,South Korea,['business'],1995-01-01,https://www.ahnlab.com,['software industry'],Ahn Cheol-soo
3224,http://www.wikidata.org/entity/Q425880,K Line,Japanese shipping company,Japan,['enterprise' 'business'],1919-04-05,https://www.kline.co.jp/,['water transport'],Kōjirō Matsukata
3225,http://www.wikidata.org/entity/Q397347,Agrokor,Croatian privately held company,Croatia,['business' 'enterprise'],1976-01-01,http://www.agrokor.hr/,['food industry'],Ivica Todorić
3226,http://www.wikidata.org/entity/Q409230,Airstream,brand of luxury recreational vehicles,United States of America,['brand' 'business'],1931-01-01,http://www.airstream.com,['leisure industry' 'transportation industry'],Wally Byam
3227,http://www.wikidata.org/entity/Q412826,Ajinomoto,Japanese food and biotechnology company,Japan,['enterprise' 'public company' 'business'],1917-01-01,https://www.ajinomoto.co.jp/,['food industry'],Kikunae Ikeda
3228,http://www.wikidata.org/entity/Q420837,Firestone Tire and Rubber Company,American tire and rubber company,United States of America,['enterprise' 'business'],1900-01-01,https://www.firestone.com/,['tyre industry'],Harvey Samuel Firestone
3229,http://www.wikidata.org/entity/Q419352,Akita Shoten,Japanese publishing company,Japan,['company' 'book publisher' 'publishing company' 'business'],1948-08-10,http://www.akitashoten.co.jp,['publisher'],Teio Akita
3230,http://www.wikidata.org/entity/Q422013,AGA AB,Swedish gas enterprise,Sweden,['enterprise' 'business'],1904-01-01,http://www.aga.se/international/web/lg/se/likelgagase.nsf/docbyalias/Homepage,['chemical industry'],Gustaf Dalén
3231,http://www.wikidata.org/entity/Q428936,Animusic,company,United States of America,['business'],1995-01-01,http://www.animusic.com,['animation'],Wayne Lytle
3232,http://www.wikidata.org/entity/Q415598,Akamai Technologies,"American content delivery network, cybersecurity, and cloud service company",United States of America,['enterprise' 'public company' 'content delivery network' 'business'],1998-01-01,https://www.akamai.com/,['web hosting' 'Internet industry'],Daniel Lewin
3233,http://www.wikidata.org/entity/Q393762,Agilent Technologies,"American life sciences company that provides instruments, software, services, and consumables for the entire laboratory workflow",United States of America,['public company' 'business' 'enterprise'],1999-01-01,http://www.agilent.com,['high-performance liquid chromatography' 'measurement tool'],William Redington Hewlett
3234,http://www.wikidata.org/entity/Q420822,Gap Inc.,American multinational clothing and accessories retailer,United States of America,['enterprise' 'business' 'public company' 'clothing store chain'],1969-01-01,https://www.gapinc.com,['retail'],Donald Fisher
3235,http://www.wikidata.org/entity/Q427881,Royal Caribbean Group,cruise holding company,United States of America,['public company' 'business' 'enterprise'],1997-01-01,https://www.royalcaribbeangroup.com/,['cruise line'],Arne Wilhelmsen
3236,http://www.wikidata.org/entity/Q400566,TV5 Network,Filipino media company based in the Philippines,Philippines,['business'],1960-01-01,http://www.tv5.com.ph/,['broadcasting'],Chino Roces
3237,http://www.wikidata.org/entity/Q420842,Yakovlev Corporation,Russian aircraft manufacturer,Russia,['enterprise' 'public company' 'business'],1932-01-01,http://www.irkut.com/en/,['aircraft industry'],Sergo Ordzhonikidze
3238,http://www.wikidata.org/entity/Q446542,Semperit,company,Austria,['concern' 'holding company' 'business' 'enterprise'],1881-01-01,http://www.semperit.at,['chemical industry' 'manufacturing'],Johann Nepomuk Reithoffer
3239,http://www.wikidata.org/entity/Q446895,GEA Group,company,Germany,['public company' 'enterprise' 'business'],1881-01-01,http://www.gea.com/,['food industry'],Carl Hamburger
3240,http://www.wikidata.org/entity/Q430230,Coleman Company,"brand of outdoor recreation products, especially camping gear",United States of America,['business'],1900-01-01,https://www.coleman.com/,['sports equipment'],William Coffin Coleman
3241,http://www.wikidata.org/entity/Q461210,Rockwell Collins,United States-based international company,United States of America,['business' 'public company' 'aerospace manufacturer' 'defense contractor'],1933-01-01,https://www.rockwellcollins.com/,['aerospace manufacturer'],Arthur A. Collins
3242,http://www.wikidata.org/entity/Q458157,Metaplan,international management consulting firm,Germany,['enterprise' 'business'],1959-01-01,https://www.metaplan.com/,['business and other management consultancy activities'],Eberhard Schnelle
3243,http://www.wikidata.org/entity/Q461517,Digium,company,United States of America,['enterprise' 'business'],1999-01-01,https://www.digium.com,['telecommunication'],Mark Spencer
3244,http://www.wikidata.org/entity/Q462264,Koenig & Bauer,company,Germany,['business'],1817-01-01,http://www.kba.com/,"['machinery industry and plant construction'
 'manufacture of machinery for paper and paperboard production']",Friedrich Koenig
3245,http://www.wikidata.org/entity/Q455476,Faber-Castell,German manufacturing company of stationery and art products,Germany,['company' 'business'],1761-01-01,https://www.faber-castell.de/,['industrial sector' 'stationery'],Kaspar Faber
3246,http://www.wikidata.org/entity/Q460446,Amdocs,company,United States of America,['public company' 'enterprise' 'business'],1982-01-01,http://www.amdocs.com/,['communication'],Morris Kahn
3247,http://www.wikidata.org/entity/Q457822,Fielmann,German multinational optician and eyewear retail chain,Germany,['optician chain' 'business'],1972-01-01,https://www.fielmann.de/,['retail' 'optometry'],Günther Fielmann
3248,http://www.wikidata.org/entity/Q463094,Foxconn,Taiwanese multinational electronics contract manufacturer,Taiwan,['enterprise' 'business' 'public company'],1974-01-01,https://www.foxconn.com/,['electronics' 'electronics industry'],Terry Gou
3249,http://www.wikidata.org/entity/Q463090,Smith & Wesson,manufacturer of firearms and BB guns in the United States,United States of America,['business' 'enterprise' 'public company'],1852-01-01,http://www.smith-wesson.com/,['arms industry'],Daniel B. Wesson
3250,http://www.wikidata.org/entity/Q459149,Wilhelm Heckel GmbH,German woodwind musical instrument manufacturer,Germany,['musical instrument manufacturing company' 'business'],1831-01-01,https://heckel.de,['musical instrument making'],Johann Adam Heckel
3251,http://www.wikidata.org/entity/Q459965,Caterpillar Inc.,"American corporation which designs, manufactures, markets and sells machinery and engines",United States of America,['public company' 'business' 'enterprise'],1925-01-01,https://www.caterpillar.com/,['mechanical engineering'],Daniel Best
3252,http://www.wikidata.org/entity/Q459477,FedEx,American multinational delivery services company,United States of America,['business' 'public company' 'package delivery'],1971-01-01,https://www.fedex.com/,['transportation industry' 'logistics'],Frederick W. Smith
3253,http://www.wikidata.org/entity/Q463378,American Apparel Inc.,company,Australia,['enterprise' 'business'],1989-01-01,https://www.americanapparel.com.au,['clothing industry' 'retail'],Dov Charney
3254,http://www.wikidata.org/entity/Q471891,De Beers,"International corporation that specialises in diamond exploration, diamond mining, diamond retail, rough diamond sales and industrial diamond manufacturing",South Africa,['enterprise' 'business'],1888-01-01,http://www.debeersgroup.com,['trade' 'raw material extraction'],Cecil Rhodes
3255,http://www.wikidata.org/entity/Q465751,Chipotle Mexican Grill,American fast casual Mexican restaurant chain,United States of America,['public company' 'business' 'restaurant chain' 'enterprise'],1993-07-13,https://chipotle.com/,['fast food'],Steve Ells
3256,http://www.wikidata.org/entity/Q469553,Timken Company,company,United States of America,['enterprise' 'business' 'public company'],1899-01-01,http://www.timken.com/,['manufacturing'],Henry Timken
3257,http://www.wikidata.org/entity/Q474621,Amphenol,company,United States of America,['business' 'public company'],1932-01-01,http://www.amphenol.com,['electronics'],Arthur J. Schmitt
3258,http://www.wikidata.org/entity/Q472451,Siemens Healthineers,German company,Germany,['public company' 'medical device company' 'business'],2017-12-01,http://siemens-healthineers.com,['health care' 'health technology' 'pharmaceutical industry'],Werner von Siemens
3259,http://www.wikidata.org/entity/Q467923,Gambro,company,Germany,['business'],1964-01-01,http://www.gambro.com/,['health care'],Holger Crafoord
3260,http://www.wikidata.org/entity/Q466183,Reebok,American sports equipment company,United States of America,['enterprise' 'business'],1895-01-01,https://www.reebok.com/,['sport industry' 'textile industry'],Joseph William Foster
3261,http://www.wikidata.org/entity/Q474988,DR Automobiles,Italian automobile company,Italy,['automobile manufacturer' 'enterprise' 'business'],2006-01-01,https://www.drautomobilesgroupe.com/,['automotive industry'],Massimo Di Risio
3262,http://www.wikidata.org/entity/Q474908,Motorenfabrik Oberursel,German manufacturer,German Reich,['business' 'entrepreneur'],1892-01-15,http://GKMO.net,"['manufacture of engines and turbines, except aircraft, vehicle and cycle engines'
 'machinery industry and plant construction']",Willy Seck
3263,http://www.wikidata.org/entity/Q481778,Acer,Taiwanese multinational hardware and electronics corporation,Taiwan,['enterprise' 'business' 'technology company'],1976-08-01,https://www.acer.com/,"['computer hardware' 'information technology'
 'International Standard Industrial Classification']",Stan Shih
3264,http://www.wikidata.org/entity/Q483915,Nike,American athletic equipment company,United States of America,['enterprise' 'public company' 'business'],1964-01-25,https://www.nike.com/,['industrial sector' 'retail' 'clothing industry'],Phil Knight
3265,http://www.wikidata.org/entity/Q481464,LoveFilm,UK-based provider of DVD-by-mail and streaming video on demand in the UK and Germany,Germany,['business'],2003-01-01,http://lovefilm.de,['trade'],Saul Klein
3266,http://www.wikidata.org/entity/Q483231,Hyundai Heavy Industries,South Korean shipbuilding manufacturer,South Korea,['enterprise' 'shipyard' 'business'],1972-01-01,http://english.hhi.co.kr/,['Manufacture of machinery and equipment n.e.c.'],Jeong Ju-yung
3267,http://www.wikidata.org/entity/Q477016,Creative Technology,Singaporean technological company,Singapore,['business' 'enterprise'],1981-07-01,http://www.creative.com,['consumer electronics'],Sim Wong Hoo
3268,http://www.wikidata.org/entity/Q478214,"Tesla, Inc.","American automotive, energy storage and solar power company",United States of America,['corporation' 'automobile manufacturer' 'business' 'enterprise'],2003-07-01,https://www.tesla.com/,['automotive industry' 'solar industry' 'battery industry'],Martin Eberhard
3269,http://www.wikidata.org/entity/Q483946,POSCO,"company, from Pohang, South Korea; with New York Exchange -listed share (PKX)",South Korea,['public company' 'business' 'enterprise'],1968-04-01,http://www.posco.com,['ferrous metallurgy'],Park Tae-joon
3270,http://www.wikidata.org/entity/Q485593,Red Hat,American multinational software company,United States of America,['public company' 'business' 'enterprise'],1993-03-27,https://www.redhat.com/,['software industry'],Bob Young
3271,http://www.wikidata.org/entity/Q478825,Amstrad,British electronics company,United Kingdom,['business' 'enterprise'],1968-01-01,http://www.amstrad.com/,['electronics'],Alan Sugar
3272,http://www.wikidata.org/entity/Q487694,Biocon,an Indian biopharmaceutical company,India,['business' 'public company'],1978-01-01,http://www.biocon.com/,['biotechnology'],Kiran Mazumdar-Shaw
3273,http://www.wikidata.org/entity/Q483959,PayPal,American worldwide online payments system,United States of America,"['e-commerce payment system' 'website' 'application' 'public company'
 'business' 'enterprise' 'financial product']",2015-01-01,https://www.paypal.com/,['financial services'],Yu Pan
3274,http://www.wikidata.org/entity/Q487164,Team Telecom Armenia,Armenian telecommunications company,Armenia,['enterprise' 'business'],1995-03-01,https://telecomarmenia.am,['telecommunications' 'mobile phone industry'],Hayk Yesayan
3275,http://www.wikidata.org/entity/Q482267,América Móvil,Mexican multinational telecommunications company,Mexico,['enterprise' 'public company' 'business'],2000-09-01,http://www.americamovil.com/amx/en/,['telecommunications' 'mobile phone industry'],Carlos Slim
3276,http://www.wikidata.org/entity/Q479952,Beckman Coulter,company,United States of America,['business'],1935-01-01,http://www.beckmancoulter.com/,['biotechnology'],Arnold Beckman
3277,http://www.wikidata.org/entity/Q487292,Allianz SE,European multinational insurance and financial services corporation,Germany,['public company' 'insurance company' 'business'],1890-02-05,https://www.allianz.com/,['insurance' 'financial services' 'insurance industry'],Wilhelm von Finck
3278,http://www.wikidata.org/entity/Q493712,deCODE genetics,"biopharmaceutical company based in Reykjavík, Iceland",Iceland,['public company' 'biobank' 'business'],1996-01-01,https://www.decode.com/,['biopharmaceutical'],Kári Stefánsson
3279,http://www.wikidata.org/entity/Q494206,BHF Kleinwort Benson Group,company,United States of America,['business'],1995-01-01,https://www.oddo-bhf.com,['financial services'],Tim Collins
3280,http://www.wikidata.org/entity/Q496302,Deere & Company,American agricultural and industrial auto manufacturing corporation,United States of America,['public company' 'business' 'enterprise'],1868-01-01,https://www.deere.com/,['manufacture of agricultural and forestry machinery'],John Deere
3281,http://www.wikidata.org/entity/Q489080,Automatic Data Processing,American human resources management software company,United States of America,['public company' 'business' 'enterprise'],1949-01-01,http://www.adp.com/,['human resource management'],Henry Taub
3282,http://www.wikidata.org/entity/Q491748,Deloitte,multinational professional services network founded in 1845,United Kingdom,['enterprise' 'business'],1845-01-01,https://www.deloitte.com,['professional services industry'],William Welch Deloitte
3283,http://www.wikidata.org/entity/Q492820,Salling Group,Danish retail company,Denmark,['enterprise' 'business'],1956-06-01,https://sallinggroup.com/,['food retail sector' 'retail'],Herman Salling
3284,http://www.wikidata.org/entity/Q495548,Kurzweil Music Systems,company that produces electronic musical instruments,South Korea,['business'],1982-01-01,http://www.kurzweil.com,['electronics'],Raymond Kurzweil
3285,http://www.wikidata.org/entity/Q489815,DHL,German logistics company and division of Deutsche Post,Germany,['postal service' 'business'],1969-09-25,https://www.dhl.com,['freight transport' 'logistics' 'cargo'],Larry Hillblom
3286,http://www.wikidata.org/entity/Q489469,Herman Miller,manufacturer of high-end office furniture,United States of America,['public company' 'business'],1923-01-01,https://www.hermanmiller.com/,['manufacturing'],D. J. De Pree
3287,http://www.wikidata.org/entity/Q494917,Virgin Group,British multinational branded venture capital conglomerate,United Kingdom,['multinational corporation' 'enterprise' 'business'],1970-01-01,http://www.virgin.com,"['publishing industry' 'air cargo' 'telecommunications' 'conglomerate'
 'food industry' 'music industry' 'health care industry'
 'tourism industry' 'economics of banking']",Richard Branson
3288,http://www.wikidata.org/entity/Q492747,Dole plc,American company,United States of America,['public company' 'business' 'food manufacturer'],1851-01-01,http://www.dole.com/,['agribusiness'],Samuel Northrup Castle
3289,http://www.wikidata.org/entity/Q489247,Naver Corporation,company in South Korea,South Korea,['business' 'enterprise'],1999-06-02,https://www.navercorp.com/,['conglomerate'],Hae-Jin Lee
3290,http://www.wikidata.org/entity/Q495054,ArenaNet,"video game developer and subsidiary of NCSOFT, founded in 2000 and located in Bellevue, Washington.",United States of America,['enterprise' 'business' 'video game developer'],2000-01-01,http://www.arena.net/,['video game industry'],Mike O'Brien
3291,http://www.wikidata.org/entity/Q495026,Italian Post,Italian postal service provider,Italy,['state-owned enterprise' 'postal service' 'business' 'enterprise'],1862-05-05,https://www.poste.it/,['logistics' 'postal sector'],Government of the Kingdom of Italy
3292,http://www.wikidata.org/entity/Q502121,BlackBerry,enterprise software and the Internet of things company,Canada,['public company' 'software company' 'business'],1984-03-07,https://www.blackberry.com,['information technology' 'Internet of things'],Mike Lazaridis
3293,http://www.wikidata.org/entity/Q504201,Andrew Corporation,company,United States of America,['business'],1947-01-01,https://www.commscope.com/Andrew-Telecom/,['telecommunication'],Victor John Andrew
3294,http://www.wikidata.org/entity/Q505922,Electrolux,Swedish multinational manufacturer and marketer of home appliances,Sweden,['public company' 'enterprise' 'business'],1918-01-01,https://www.electrolux.com/,"['mechanical engineering' 'final good' 'electrical industry'
 'home appliance industry']",Axel Wenner-Gren
3295,http://www.wikidata.org/entity/Q507104,EBX Group,company,Brazil,['business'],1983-01-01,http://www.osx.com.br/cgi/cgilua.exe/sys/start.htm?sid=146&lng=us,['mining'],Eike Batista
3296,http://www.wikidata.org/entity/Q497382,Pandora TV,South Korean company,South Korea,['business'],2004-10-25,http://www.pandora.tv,['Internet'],Kim Kyung-ik
3297,http://www.wikidata.org/entity/Q501422,Davidoff,tobacco goods brand,Switzerland,['business'],1875-01-01,http://davidoff.com/age-gate,['tobacco industry'],Zino Davidoff
3298,http://www.wikidata.org/entity/Q498917,Tata Daewoo,automotive company,South Korea,['commercial vehicle manufacturer' 'business'],2004-01-01,https://www.tata-daewoo.com/,['automotive industry'],Tata family
3299,http://www.wikidata.org/entity/Q508154,Valiant Comics,American comic publisher,United States of America,['business' 'comic publishing company'],1989-01-01,http://valiantuniverse.com/,['comics industry'],Steven Massarsky
3300,http://www.wikidata.org/entity/Q503308,Southwest Airlines,airline of the United States,United States of America,['business' 'airline' 'public company'],1967-03-15,https://www.southwest.com/,['air transport'],Herb Kelleher
3301,http://www.wikidata.org/entity/Q505275,Capital Group Companies,financial services company from the United States,United States of America,['enterprise' 'business'],1931-01-01,https://www.capgroup.com,['financial services'],Jonathan Bell Lovelace
3302,http://www.wikidata.org/entity/Q508839,Enercon,"wind turbine manufacturer in Aurich, Germany",Germany,['business'],1984-01-01,https://www.enercon.de,['wind power industry'],Aloys Wobben
3303,http://www.wikidata.org/entity/Q502940,General Dynamics,American defense manufacturing conglomerate,United States of America,['public company' 'business'],1952-02-21,https://www.gd.com/,"['mechanical engineering' 'shipbuilding' 'aerospace manufacturer'
 'defense industry']",John Philip Holland
3304,http://www.wikidata.org/entity/Q503405,Victorinox,"Swiss manufacturer of Swiss Army Knives, cutlery, watches, travel gear, and fragrances",Switzerland,['business'],1884-01-01,https://www.victorinox.com,['metallurgy' 'knife manufacturer'],Karl Elsener
3305,http://www.wikidata.org/entity/Q498662,Fuji Electric,company,Japan,['enterprise' 'business'],1923-01-01,https://www.fujielectric.co.jp/,['electrical device'],Siemens
3306,http://www.wikidata.org/entity/Q499194,Samsung C&T Corporation,South Korean construction and engineering company,South Korea,['business' 'enterprise'],1938-01-01,http://www.samsungcnt.com,['construction'],Lee Byung-chul
3307,http://www.wikidata.org/entity/Q498944,Webex by Cisco,American web conferencing and videoconferencing company by Cisco Systems,United States of America,['business'],1995-01-01,https://www.webcx.com,['videotelephony'],Subrah Iyar
3308,http://www.wikidata.org/entity/Q502132,Leidos,"defense, aviation, information technology, and biomedical research company based in Reston, Virginia, United States",United States of America,['enterprise' 'business' 'public company'],1969-01-01,http://www.leidos.com,['defense contractor' 'aerospace engineering'],John Robert Beyster
3309,http://www.wikidata.org/entity/Q502509,Smith & Nephew,a company producing medical equipment,United Kingdom,['medical device company' 'enterprise' 'public company' 'business'],1856-01-01,http://www.smith-nephew.com,['medical technology industry'],Thomas James Smith
3310,http://www.wikidata.org/entity/Q532084,Bass Brewery,company,United Kingdom,['business'],1777-01-01,http://www.bass.com/,['food and tobacco industry' 'Manufacture of beer' 'brewing'],William Bass
3311,http://www.wikidata.org/entity/Q513861,Tibco Software,American company,United States of America,['API management' 'enterprise' 'public company' 'business'],1997-01-01,https://www.tibco.com/,['software industry'],Vivek Ranadivé
3312,http://www.wikidata.org/entity/Q515869,Lionsgate,Canadian-American entertainment company,United States of America,['public company' 'business' 'enterprise'],1997-04-28,http://www.lionsgate.com,['show business'],Frank Giustra
3313,http://www.wikidata.org/entity/Q520694,Galoob,toy company,United States of America,['publishing company' 'business'],1957-01-01,http://www.galoob.com,['consumer electronics' 'toy' 'game industry'],Barbara Galoob Frankel
3314,http://www.wikidata.org/entity/Q522016,F-Secure,"Finnish cybersecurity enterprise founded in 1988 (as ""Data Fellows"")",Finland,['public company' 'enterprise' 'business'],1988-01-01,http://www.f-secure.com/,['software industry'],Risto Siilasmaa
3315,http://www.wikidata.org/entity/Q534903,Marimekko,Finnish home furnishings company,Finland,['enterprise' 'business'],1951-01-01,https://www.marimekko.com/,['textile industry'],Armi Ratia
3316,http://www.wikidata.org/entity/Q521096,Pride Fighting Championships,MMA promoter based in Japan,Japan,['business' 'enterprise' 'sporting event'],1997-10-11,http://www.pridefc.com,['mixed martial arts'],Nobuyuki Sakakibara
3317,http://www.wikidata.org/entity/Q511031,Norsk Hydro,Norwegian aluminum and renewable energy company,Norway,['business' 'public company' 'concern'],1905-12-02,https://hydro.com,['energy industry' 'aluminium industry'],Sam Eyde
3318,http://www.wikidata.org/entity/Q539507,Icebreaker,clothing company,New Zealand,['business'],1994-01-01,http://www.icebreaker.com/,['clothing industry'],Jeremy Moon
3319,http://www.wikidata.org/entity/Q537781,Billa,"Austrian supermarket chain that operates throughout Central, Eastern and Southeastern Europe",Austria,['brand' 'business'],1953-01-01,https://www.billa.at/,['retail'],Karl Wlaschek
3320,http://www.wikidata.org/entity/Q544847,Qualcomm,American global semiconductor company,United States of America,['business' 'public company'],1985-07-01,https://www.qualcomm.com/,['telecommunication' 'radio communications' 'semiconductor industry'],Irwin M. Jacobs
3321,http://www.wikidata.org/entity/Q546880,Kinross Gold,company,Canada,['business' 'public company'],1993-01-01,http://www.kinross.com,['mining'],Robert Buchan
3322,http://www.wikidata.org/entity/Q552581,SAP,German software producer,Germany,['public company' 'software company' 'business' 'enterprise'],1972-04-01,https://www.sap.com/,['software industry' 'software development'],Hans-Werner Hector
3323,http://www.wikidata.org/entity/Q546769,Borsig,German company,German Reich,['business'],1950-04-27,http://www.borsig.de,['machinery industry and plant construction' 'locomotive manufacturing'],August Borsig
3324,http://www.wikidata.org/entity/Q543750,Lavazza,Italian coffee company,Italy,['enterprise' 'business'],1895-01-01,https://www.lavazza.com,['coffee industry'],Luigi Lavazza
3325,http://www.wikidata.org/entity/Q539352,Telegate,company,Germany,['business' 'public company'],1996-08-01,http://www.11880.com,['telecommunication'],Klaus Harisch
3326,http://www.wikidata.org/entity/Q545107,Magirus,company,German Reich,['enterprise' 'commercial vehicle manufacturer' 'business'],1866-01-01,http://www.magirusgroup.com,['machinery industry and plant construction' 'automotive industry'],Conrad Dietrich Magirus
3327,http://www.wikidata.org/entity/Q552230,Miu Miu,Italian fashion house,Italy,['business' 'fashion house'],1993-01-01,http://www.miumiu.com/,['fashion'],Miuccia Prada
3328,http://www.wikidata.org/entity/Q540891,Nielsen Company,"global information, data and measurement company",United States of America,['public company' 'publishing company' 'business'],1994-01-01,http://www.nielsen.com/,['information industry'],Arthur Nielsen
3329,http://www.wikidata.org/entity/Q541451,Anglo American plc,British multinational mining company,Union of South Africa,['enterprise' 'business' 'public company'],1917-01-01,http://www.angloamerican.com,['mining' 'Mining of other non-ferrous metal ores'],Ernest Oppenheimer
3330,http://www.wikidata.org/entity/Q536259,Schott Music,German music publisher,Germany,['music publishing company' 'business'],1770-01-01,https://www.schott-music.com/en/,['music industry'],Bernhard Schott
3331,http://www.wikidata.org/entity/Q539056,MDC Partners,company,Canada,['public company' 'business'],1980-01-01,http://www.mdc-partners.com,['advertising'],Miles Nadal
3332,http://www.wikidata.org/entity/Q547450,Celanese Corporation,German company,United States of America,['business' 'public company'],1918-01-01,http://www.celanese.com/,['chemical industry'],Camille Dreyfus
3333,http://www.wikidata.org/entity/Q552697,Herrenknecht,German tunnel boring company,Germany,['business' 'enterprise'],1977-01-01,https://www.herrenknecht.com/en/,['Manufacture of machinery and equipment n.e.c.'],Martin Herrenknecht
3334,http://www.wikidata.org/entity/Q555925,Broadcom,American fabless semiconductor company; merged with Avago Technologies in 2016,United States of America,['business' 'enterprise'],1991-08-01,https://www.broadcom.com/,['semiconductor industry'],Henry Nicholas
3335,http://www.wikidata.org/entity/Q553935,Heraeus,"company in Hanau, Germany",Germany,['enterprise' 'holding company' 'business'],1851-01-01,http://www.heraeus.de/,['metal industry' 'chemical industry'],Wilhelm Heraeus
3336,http://www.wikidata.org/entity/Q567050,Wintershall,German gas and oil business,Germany,['business'],1894-01-01,http://www.wintershall.com/,"['petroleum industry' 'mining' 'mining and quarrying'
 'extraction of petroleum' 'Mining of chemical and fertiliser minerals'
 'gas industry']",Carl Julius Winter
3337,http://www.wikidata.org/entity/Q566807,Melitta,German company specializing in household coffee accessories,Germany,['enterprise' 'business'],1908-01-01,http://www.melitta-group.com,['consumer goods industry'],Melitta Bentz
3338,http://www.wikidata.org/entity/Q564376,Leatherman,company,United States of America,['brand' 'business'],1983-01-01,http://www.leatherman.com/,['manufacturing'],Timothy S. Leatherman
3339,http://www.wikidata.org/entity/Q556308,Ankama,French company,France,['holding company' 'business' 'commercial organization'],2001-05-15,http://www.ankama.com/,['video game industry'],Camille Chafer
3340,http://www.wikidata.org/entity/Q565594,Eni,multinational oil and gas company based in Italy,Italy,['energy company' 'business' 'enterprise' 'gas station chain'],1953-02-10,https://www.eni.com/,['petroleum industry' 'energy industry'],Enrico Mattei
3341,http://www.wikidata.org/entity/Q565371,Alexander Schleicher GmbH & Co,sailplane manufacturer in Germany,Germany,['business'],1927-01-01,http://www.alexander-schleicher.de/,['aerospace manufacturer'],Alexander Schleicher
3342,http://www.wikidata.org/entity/Q564213,Tchibo,German chain of coffee retailers and cafés,Germany,['café chain' 'business'],1949-03-15,https://www.tchibo.com/,['retail' 'food industry'],Max Herz
3343,http://www.wikidata.org/entity/Q558781,Reclam,German publisher,Germany,['publishing company' 'business' 'book publisher'],1828-10-01,https://www.reclam.de/,['publishing industry'],Anton Philipp Reclam
3344,http://www.wikidata.org/entity/Q570930,Jeppesen,American company,United States of America,['business'],1934-01-01,https://www.jeppesen.com/,['aviation'],Elrey Borge Jeppesen
3345,http://www.wikidata.org/entity/Q571464,Trust,Dutch electronics manufacturer,Netherlands,['business' 'enterprise'],1983-01-01,https://www.trust.com/,['electronics industry'],Michel Perridon
3346,http://www.wikidata.org/entity/Q585150,Antofagasta PLC,Chilean business,United Kingdom,['public company' 'business' 'enterprise'],1888-01-01,https://www.antofagasta.co.uk/,['mining'],Andrónico Lukšić
3347,http://www.wikidata.org/entity/Q586665,Wienerberger,Austrian company,Austria,['public company' 'business'],1819-01-01,https://www.wienerberger.com/,"['Manufacture of bricks, tiles and construction products, in baked clay']",Alois Miesbach
3348,http://www.wikidata.org/entity/Q571225,Irmscher,company,Germany,['automobile manufacturer' 'business'],1968-01-01,http://www.irmscher.de,['automotive industry'],Günther Irmscher
3349,http://www.wikidata.org/entity/Q583268,Vale,multinational diversified metals and mining corporation,Brazil,['public company' 'business' 'enterprise'],1942-01-01,http://www.vale.com,['mining'],Federal Government of Brazil
3350,http://www.wikidata.org/entity/Q583242,Playtech,online gaming software supplier,Isle of Man,['public company' 'business' 'enterprise'],1999-01-01,https://www.playtech.com/,['software industry'],Teddy Sagi
